latitude,longitude,speed,rpm,fuel_level,ignition_status,battery_level,satellites_used,timestamp,gps_id,distance_from_last
-6.97333,107.64792,74,,,,13.3,9,2025-07-14T16:22:17.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97316,107.64826,63,,,,13.1,12,2025-07-14T16:22:26.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97287,107.64843,39,,,,12.4,10,2025-07-14T16:22:35.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97320,107.64846,16,,,,13.5,7,2025-07-14T16:22:47.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97296,107.64876,3,,,,12.8,9,2025-07-14T16:23:02.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97277,107.64879,2,,,,12.6,10,2025-07-14T16:23:09.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97274,107.64927,59,,,,12.8,5,2025-07-14T16:23:15.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97281,107.64914,6,,,,12.7,9,2025-07-14T16:23:25.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97242,107.64911,46,,,,13.2,10,2025-07-14T16:23:39.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97242,107.64954,76,,,,12.6,8,2025-07-14T16:23:51.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97223,107.64956,64,,,,12.7,8,2025-07-14T16:24:06.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97247,107.64947,79,,,,13.3,12,2025-07-14T16:24:17.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97287,107.64928,10,,,,13.3,5,2025-07-14T16:24:30.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97326,107.64892,40,,,,13.3,10,2025-07-14T16:24:45.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97284,107.64898,76,,,,12.8,7,2025-07-14T16:24:57.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97333,107.64910,21,,,,12.2,6,2025-07-14T16:25:06.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97301,107.64868,59,,,,13.4,5,2025-07-14T16:25:13.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97336,107.64864,91,,,,13.0,8,2025-07-14T16:25:21.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97318,107.64858,22,,,,12.2,12,2025-07-14T16:25:28.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97330,107.64882,67,,,,12.6,9,2025-07-14T16:25:42.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97296,107.64911,59,,,,12.8,6,2025-07-14T16:25:57.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97344,107.64879,7,,,,12.3,8,2025-07-14T16:26:10.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97392,107.64901,66,,,,12.9,7,2025-07-14T16:26:18.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97349,107.64864,94,,,,13.2,6,2025-07-14T16:26:29.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97311,107.64851,37,,,,13.5,6,2025-07-14T16:26:40.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97279,107.64877,19,,,,13.4,11,2025-07-14T16:26:54.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97253,107.64912,13,,,,12.1,6,2025-07-14T16:27:03.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97237,107.64947,46,,,,12.5,9,2025-07-14T16:27:14.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97193,107.64977,1,,,,12.4,12,2025-07-14T16:27:21.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97188,107.65013,0,,,,12.7,7,2025-07-14T16:27:36.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97183,107.64995,81,,,,13.3,6,2025-07-14T16:27:49.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97205,107.65029,44,,,,13.1,9,2025-07-14T16:27:59.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97251,107.65013,25,,,,12.8,10,2025-07-14T16:28:09.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97228,107.65044,60,,,,13.3,8,2025-07-14T16:28:20.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97208,107.65042,59,,,,12.7,6,2025-07-14T16:28:32.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97238,107.65026,90,,,,13.1,11,2025-07-14T16:28:42.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97195,107.64999,29,,,,12.2,5,2025-07-14T16:28:53.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97148,107.64968,87,,,,13.3,6,2025-07-14T16:29:06.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97138,107.64929,39,,,,13.5,7,2025-07-14T16:29:20.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97104,107.64882,4,,,,13.0,12,2025-07-14T16:29:29.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97075,107.64869,29,,,,13.3,5,2025-07-14T16:29:40.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97090,107.64835,77,,,,12.4,5,2025-07-14T16:29:46.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97063,107.64862,53,,,,12.2,6,2025-07-14T16:29:52.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97095,107.64823,52,,,,12.3,5,2025-07-14T16:29:59.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97128,107.64857,76,,,,13.3,8,2025-07-14T16:30:12.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97161,107.64820,31,,,,12.9,7,2025-07-14T16:30:27.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97210,107.64837,11,,,,13.3,8,2025-07-14T16:30:39.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97193,107.64835,18,,,,12.4,5,2025-07-14T16:30:50.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97192,107.64869,19,,,,12.9,6,2025-07-14T16:30:58.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97164,107.64894,47,,,,12.5,11,2025-07-14T16:31:05.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97125,107.64874,48,,,,12.6,12,2025-07-14T16:31:19.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97113,107.64898,15,,,,12.2,11,2025-07-14T16:31:24.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97070,107.64930,8,,,,12.8,9,2025-07-14T16:31:31.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97092,107.64914,19,,,,13.4,7,2025-07-14T16:31:42.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97052,107.64885,95,,,,12.2,5,2025-07-14T16:31:52.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97039,107.64866,10,,,,12.4,8,2025-07-14T16:32:02.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97055,107.64873,24,,,,12.3,10,2025-07-14T16:32:07.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97011,107.64832,53,,,,12.6,9,2025-07-14T16:32:21.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97055,107.64791,56,,,,12.1,7,2025-07-14T16:32:30.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97087,107.64840,49,,,,12.4,8,2025-07-14T16:32:36.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97128,107.64859,43,,,,12.2,10,2025-07-14T16:32:41.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97159,107.64889,77,,,,13.3,5,2025-07-14T16:32:52.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97206,107.64914,37,,,,13.5,12,2025-07-14T16:33:00.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97171,107.64919,5,,,,12.6,5,2025-07-14T16:33:06.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97135,107.64939,43,,,,13.4,6,2025-07-14T16:33:14.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97149,107.64984,10,,,,12.9,6,2025-07-14T16:33:20.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97186,107.64941,68,,,,12.7,10,2025-07-14T16:33:32.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97193,107.64934,56,,,,12.6,9,2025-07-14T16:33:41.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97178,107.64941,52,,,,13.1,11,2025-07-14T16:33:50.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97181,107.64950,20,,,,12.6,11,2025-07-14T16:34:04.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97205,107.64985,54,,,,12.5,9,2025-07-14T16:34:17.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97245,107.64991,100,,,,12.8,7,2025-07-14T16:34:29.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97201,107.65003,77,,,,12.4,9,2025-07-14T16:34:39.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97188,107.65028,46,,,,12.6,11,2025-07-14T16:34:52.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97175,107.64980,84,,,,12.2,10,2025-07-14T16:34:58.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97155,107.65028,11,,,,13.2,7,2025-07-14T16:35:08.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97145,107.64999,30,,,,13.1,11,2025-07-14T16:35:19.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97187,107.65037,38,,,,12.6,5,2025-07-14T16:35:25.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97190,107.65060,75,,,,12.9,6,2025-07-14T16:35:38.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97174,107.65011,56,,,,13.0,6,2025-07-14T16:35:44.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97194,107.64996,61,,,,12.2,5,2025-07-14T16:35:49.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97175,107.64996,5,,,,13.4,12,2025-07-14T16:35:58.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97222,107.64978,7,,,,12.4,10,2025-07-14T16:36:03.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97270,107.65001,63,,,,13.4,7,2025-07-14T16:36:11.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97319,107.65004,71,,,,12.8,7,2025-07-14T16:36:24.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97285,107.64970,49,,,,12.4,11,2025-07-14T16:36:34.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97274,107.64936,32,,,,13.2,9,2025-07-14T16:36:42.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97302,107.64903,9,,,,12.7,10,2025-07-14T16:36:57.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97325,107.64951,82,,,,13.0,10,2025-07-14T16:37:08.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.97329,107.64994,100,,,,13.2,11,2025-07-14T16:37:16.313701Z,bdd576ac-1224-498b-9332-476e2f0150fb,
-6.90512,107.71075,11,,,,13.0,11,2025-07-14T16:20:15.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90530,107.71046,69,,,,13.0,11,2025-07-14T16:20:29.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90490,107.71077,51,,,,13.2,8,2025-07-14T16:20:34.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90461,107.71064,21,,,,12.4,12,2025-07-14T16:20:46.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90500,107.71017,86,,,,13.2,12,2025-07-14T16:20:57.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90457,107.71006,25,,,,12.5,8,2025-07-14T16:21:06.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90500,107.70984,7,,,,12.6,11,2025-07-14T16:21:13.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90469,107.71009,89,,,,13.5,10,2025-07-14T16:21:22.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90472,107.71046,58,,,,13.4,11,2025-07-14T16:21:34.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90504,107.71039,50,,,,12.2,9,2025-07-14T16:21:39.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90521,107.70998,1,,,,13.1,7,2025-07-14T16:21:51.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90553,107.71041,34,,,,13.2,6,2025-07-14T16:22:00.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90599,107.70995,74,,,,13.1,9,2025-07-14T16:22:14.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90613,107.70976,8,,,,12.3,5,2025-07-14T16:22:28.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90632,107.71001,81,,,,13.5,6,2025-07-14T16:22:40.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90652,107.70983,21,,,,13.2,10,2025-07-14T16:22:55.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90619,107.70940,12,,,,12.1,8,2025-07-14T16:23:01.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90627,107.70987,84,,,,12.9,6,2025-07-14T16:23:12.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90618,107.70989,56,,,,12.4,5,2025-07-14T16:23:26.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90653,107.71024,87,,,,12.1,7,2025-07-14T16:23:35.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90634,107.71055,56,,,,13.2,8,2025-07-14T16:23:49.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90678,107.71065,11,,,,13.0,8,2025-07-14T16:23:57.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90674,107.71053,72,,,,12.1,10,2025-07-14T16:24:03.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90723,107.71025,95,,,,12.3,8,2025-07-14T16:24:12.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90764,107.71054,89,,,,13.3,8,2025-07-14T16:24:23.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90715,107.71032,53,,,,12.7,5,2025-07-14T16:24:30.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90762,107.70997,47,,,,12.8,12,2025-07-14T16:24:39.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90766,107.71025,84,,,,13.1,9,2025-07-14T16:24:50.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90775,107.71053,7,,,,12.7,9,2025-07-14T16:25:03.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90814,107.71034,38,,,,12.6,5,2025-07-14T16:25:12.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90827,107.71077,43,,,,12.9,5,2025-07-14T16:25:18.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90843,107.71104,9,,,,13.0,12,2025-07-14T16:25:26.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90833,107.71081,18,,,,12.3,5,2025-07-14T16:25:40.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90863,107.71052,43,,,,12.6,8,2025-07-14T16:25:52.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90871,107.71037,43,,,,13.5,5,2025-07-14T16:26:02.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90851,107.71065,55,,,,12.6,12,2025-07-14T16:26:11.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90868,107.71043,98,,,,12.9,10,2025-07-14T16:26:26.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90877,107.71069,10,,,,12.3,11,2025-07-14T16:26:41.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90875,107.71098,50,,,,13.1,11,2025-07-14T16:26:54.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90826,107.71141,100,,,,13.2,11,2025-07-14T16:27:01.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90816,107.71145,44,,,,13.1,10,2025-07-14T16:27:06.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90808,107.71116,65,,,,12.4,5,2025-07-14T16:27:13.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90776,107.71092,69,,,,13.4,11,2025-07-14T16:27:18.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90762,107.71061,35,,,,13.5,10,2025-07-14T16:27:23.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90736,107.71071,68,,,,12.3,12,2025-07-14T16:27:33.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90754,107.71067,1,,,,13.0,12,2025-07-14T16:27:48.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90765,107.71070,32,,,,13.4,6,2025-07-14T16:27:59.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90749,107.71096,91,,,,12.6,11,2025-07-14T16:28:13.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90701,107.71062,38,,,,12.4,12,2025-07-14T16:28:22.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90739,107.71021,32,,,,12.2,5,2025-07-14T16:28:33.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90709,107.71026,43,,,,12.6,9,2025-07-14T16:28:42.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90726,107.71015,95,,,,12.1,6,2025-07-14T16:28:57.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90767,107.71048,51,,,,12.3,8,2025-07-14T16:29:06.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90784,107.71049,3,,,,13.4,7,2025-07-14T16:29:11.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90763,107.71052,6,,,,13.2,10,2025-07-14T16:29:18.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90716,107.71088,71,,,,13.0,6,2025-07-14T16:29:29.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90760,107.71090,9,,,,13.4,12,2025-07-14T16:29:41.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90761,107.71121,6,,,,12.9,12,2025-07-14T16:29:48.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90780,107.71160,93,,,,12.5,5,2025-07-14T16:29:53.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90809,107.71161,33,,,,12.8,7,2025-07-14T16:30:00.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90765,107.71131,4,,,,12.5,11,2025-07-14T16:30:13.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90721,107.71159,1,,,,13.3,11,2025-07-14T16:30:21.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90736,107.71182,67,,,,13.1,9,2025-07-14T16:30:36.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90744,107.71212,14,,,,13.0,5,2025-07-14T16:30:46.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90771,107.71195,7,,,,12.3,10,2025-07-14T16:30:58.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90766,107.71172,74,,,,12.3,5,2025-07-14T16:31:06.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90730,107.71148,61,,,,13.4,6,2025-07-14T16:31:12.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90752,107.71180,62,,,,12.3,8,2025-07-14T16:31:18.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90786,107.71158,42,,,,13.2,7,2025-07-14T16:31:26.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90763,107.71191,64,,,,12.3,12,2025-07-14T16:31:35.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90713,107.71201,59,,,,13.4,12,2025-07-14T16:31:40.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90750,107.71183,12,,,,12.4,9,2025-07-14T16:31:50.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90777,107.71167,79,,,,12.6,6,2025-07-14T16:32:02.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90737,107.71131,76,,,,12.4,8,2025-07-14T16:32:07.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90725,107.71134,69,,,,12.9,6,2025-07-14T16:32:16.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90749,107.71179,90,,,,12.8,6,2025-07-14T16:32:22.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90708,107.71147,52,,,,12.2,9,2025-07-14T16:32:36.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90677,107.71174,44,,,,12.7,10,2025-07-14T16:32:51.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90663,107.71129,9,,,,13.4,6,2025-07-14T16:33:01.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90690,107.71099,60,,,,12.6,9,2025-07-14T16:33:10.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90653,107.71149,21,,,,13.1,12,2025-07-14T16:33:22.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90673,107.71185,65,,,,12.7,10,2025-07-14T16:33:33.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90691,107.71193,44,,,,12.5,9,2025-07-14T16:33:46.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90658,107.71186,2,,,,12.5,10,2025-07-14T16:33:51.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90671,107.71146,48,,,,12.9,5,2025-07-14T16:34:04.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90676,107.71160,88,,,,12.3,7,2025-07-14T16:34:16.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90656,107.71169,59,,,,13.0,9,2025-07-14T16:34:21.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90630,107.71154,94,,,,13.3,12,2025-07-14T16:34:27.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90593,107.71109,31,,,,13.0,6,2025-07-14T16:34:35.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90635,107.71153,17,,,,12.6,9,2025-07-14T16:34:49.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90601,107.71201,58,,,,12.2,12,2025-07-14T16:34:54.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90592,107.71175,90,,,,13.0,11,2025-07-14T16:35:03.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90629,107.71151,58,,,,12.6,7,2025-07-14T16:35:14.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90656,107.71104,52,,,,13.4,8,2025-07-14T16:35:26.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90617,107.71101,77,,,,13.2,8,2025-07-14T16:35:32.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90616,107.71075,4,,,,13.4,11,2025-07-14T16:35:37.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90628,107.71124,18,,,,12.9,8,2025-07-14T16:35:47.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90639,107.71148,80,,,,13.4,6,2025-07-14T16:35:52.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90600,107.71140,89,,,,13.3,11,2025-07-14T16:36:05.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.90638,107.71124,79,,,,12.2,10,2025-07-14T16:36:10.313701Z,3dfc3795-1251-4054-acb4-5fc3cc20ebbf,
-6.86195,107.63693,39,,,,13.1,10,2025-07-14T16:20:21.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86159,107.63653,16,,,,12.3,6,2025-07-14T16:20:36.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86182,107.63636,13,,,,13.1,11,2025-07-14T16:20:49.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86150,107.63654,8,,,,12.4,7,2025-07-14T16:21:00.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86153,107.63635,97,,,,13.0,10,2025-07-14T16:21:06.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86170,107.63612,18,,,,12.6,6,2025-07-14T16:21:11.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86141,107.63631,1,,,,12.8,12,2025-07-14T16:21:22.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86145,107.63669,29,,,,13.1,6,2025-07-14T16:21:33.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86103,107.63687,94,,,,12.4,7,2025-07-14T16:21:47.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86146,107.63643,58,,,,12.8,8,2025-07-14T16:21:53.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86149,107.63615,2,,,,13.1,6,2025-07-14T16:22:01.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86119,107.63664,45,,,,12.2,9,2025-07-14T16:22:10.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86134,107.63694,95,,,,12.4,11,2025-07-14T16:22:19.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
-6.86175,107.63715,90,,,,12.5,8,2025-07-14T16:22:28.313701Z,061a68b1-70e7-4f7a-9685-cbd308b7d7a1,
